member_id,loan ,loan_amount,funded_amnt,funded_amnt_inv,term,batch_enrolled,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,verification_status_joint,last_week_pay,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,loan_status
997875,6000,600000,6000,6000,36 months,BAT1691418,16.49,D,D3,union bank,9 years,RENT,107000,Verified,n,,debt_consolidation,debt,906xx,CA,18.19,0,0,,117,8,1,28445,99.5,20,f,1088.68,0,0,0,0,,INDIVIDUAL,,74th week,0,,,,1
997975,7000,700000,7000,7000,36 months,BAT5877328,13.49,C,C2,Integrated Power Services,10+ years,RENT,65000,Not Verified,n,,debt_consolidation,Debt Consolidation,450xx,OH,12.9,2,0,2,,6,0,4713,33.4,11,f,1544.31,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
998185,4000,400000,4000,4000,36 months, ,5.99,A,A2,Emmanuel Baptist Church,7 years,MORTGAGE,69000,Not Verified,n,,other,Pool,034xx,NH,2.63,0,0,,,5,0,4022,30.9,26,f,191.5,0,0,0,0,,INDIVIDUAL,,48th week,0,,,,1
998198,9725,972500,9725,9725,60 months,BAT5877328,17.49,D,D5,Blue Line,< 1 year,MORTGAGE,70000,Not Verified,n," I will use funds to rehab investment property.  I replace all mechanicals in the house, plumbing,electric,hvac,roof windows.ect.  The property is free and clear of mortgage. I have full time employment and do not use funds for income. I pay all my bills on time and live to my means to do it. thank you for your consideration.  > project is underway and work is being done in a timely manner, Thank you again, sincerly __________________ .<br/>",small_business,property rehab,432xx,OH,1.29,0,1,,,6,0,2659,88.6,12,f,4815.76,0,0,0,0,,INDIVIDUAL,,231th week,0,,,,0
998442,30000,3000000,30000,29975,60 months,BAT1691418,10.99,B,B3,Syntel Inc,< 1 year,RENT,80000,Verified,n,"   > I recently moved out of state for a betterjob, and am selling my house (on contract) within the month. I need money to cover my selling costs (discounts, commissions, etc...) Once the deal goes through, i will be saving almost $1700 from my mortgage which i can use to repay this loan and will no longer be constrained by having to pay mortgage / rent in 2 places. Have stable, long term job and income.and repayment will be on schedule and my good credit history is evidence.<br/>",other,House Selling Costs,852xx,AZ,3.7,0,0,,,9,0,11075,19.8,22,f,1339.21,0,0,0,0,,INDIVIDUAL,,26th week,0,,,,1
998523,1500,150000,1500,1500,36 months,BAT1691418,15.23,C,C5,"Seeing Angels Two by Two, LLC",< 1 year,RENT,17000,Source Verified,n,"   > I am a junior in college majoring in Biology so I can be a Physical Therapist in 4 years and I work full-time making around $17,000 a year plus a living expense check from my college. I need the $1500 to get me on my feet so I can move before I start classes,which is July 6, 2011. I want to be closer to my college so I can utilitize the campus more often instead of driving 2 hours.<br/>",moving,Relocation Loan,301xx,GA,2.47,1,2,9,,12,0,493,54.8,22,f,90.23,0,195.11,35.1198,0,,INDIVIDUAL,,26th week,0,,,,0
998881,12000,1200000,12000,12000,36 months,BAT1691418,18.79,E,E3,GCM,1 year,RENT,129005,Source Verified,n,"   > Why do I need this loan?<br/>I graduated from college a few years ago and had roughly $15,000 of credit card debt. I have paid down some of that debt since graduating but if I consolidated my debts I believe my credit score would improve and I would save money. I think my rates on my credit cards would also decline if I consolidated since my credit score would improve.<br/><br/>Credit Quality:<br/>- I have never paid a bill late<br/>- My credit score is low because of my limited credit history<br/>- Generally speaking, in a typical year by bonus is equal to my base salary. My bonus is paid in January each year. Last year I earned a little over $125,000 in base and bonus combined. This year my base has increased to over $100K <br/><br/>Expected Payoff:<br/>- I can easily meet the monthly payments on this 3 year loan. After paying all my loan interest payments, rent, and recurring bills each month I have about $2,500 of disposable income each month. <br/><br/>Savings:<br/>I have about $30K is my IRA which constitutes the majority of my net worth but that is not liquid. If I lost my job, which I believe is highly unlikely, I would be able to access some of that IRA without penalty to make sure I could pay my bills like the interest on this loan.<br/>  > Additional Details:<br/>I was not specific enough when I talked about how much debt I had coming out of college.  After my 1st year bonus I retired all of my student loans.  So in my first year I paid down about $10,000 of student loan debt.  Last bonus I paid down about $5,000 of credit card debt.  Today I have roughly $12,000 of remaining credit card debt with interest rates between 10% and 29%.  I also have a car loan for a certified pre-owned car I purchased last year for my commute to work.  On that loan my interest rate is 3.9% and my monthly payment is under $300 a month.<br/><br/>Please submit additional questions as they arise.  Happy to answer any questions to improve the lending decision for anyone interested here.<br/>  > Only $800 left.  Let's get this close today so i can start paying my great group of new lenders.<br/>  > It takes a village of 180 investors. now we just need number 181 to put up the last $25.<br/>",debt_consolidation,Debt Consolidation,941xx,CA,10.43,0,1,,,11,0,10847,99.1,20,f,2561.17,0,0,0,0,,INDIVIDUAL,,104th week,0,,,,1
999330,6000,600000,6000,6000,36 months, ,15.23,C,C5,State if Calif,10+ years,MORTGAGE,54902.52,Verified,n,,car,Truck Loan,923xx,CA,23.08,0,3,25,,16,0,10867,50.8,49,f,620.08,0,0,0,0,,INDIVIDUAL,,44th week,0,,,,0
999557,3075,307500,3075,3075,36 months, ,15.62,D,D1,Covenant Presbyterian,1 year,MORTGAGE,28000,Source Verified,n,,debt_consolidation,debt,786xx,TX,24.47,0,2,,,11,0,7621,54,17,f,574.12,0,98.43,1.13,0,,INDIVIDUAL,,83th week,0,,,,0
999879,3000,300000,3000,3000,36 months,BAT5877328,5.42,A,A1,,n/a,MORTGAGE,48000,Verified,n,,home_improvement,pool,329xx,FL,22.7,0,0,,,12,0,23917,55.5,36,f,189.45,0,0,0,0,,INDIVIDUAL,,79th week,0,,,,1
999972,16250,1625000,16250,16225,60 months,BAT1691418,11.49,B,B4,Piermont Wealth Management Inc,6 years,RENT,63600,Verified,n,> This loan is for debt consolidation before I purchase a home.  I am currently employed at a stable company for the last 6 years.  I have a great credit score and I am never late on any of my bills.  Please let me know if you have any further questions.<br/>,debt_consolidation,Debt Cons,117xx,NY,29.36,0,4,,,10,0,13049,27.3,37,f,5025.15,0,0,0,0,,INDIVIDUAL,,226th week,0,,,,1
1000227,7000,700000,7000,7000,36 months,,15.23,C,C5,TGI FRIDAY'S,5 years,MORTGAGE,42000,Not Verified,n,"   > unexpected costs came up for 2 different surgeries, car repairs and a sick pet. maxed out credit cards when i had depleted my funds.<br/>  > the overdraft fees are killing my bank account, and it's all becaused i pay everything electronically through my account.<br/>",debt_consolidation,HELP,197xx,DE,21.94,0,1,58,,16,0,3728,27.2,26,f,1752.03,14.91189156,0,0,0,,INDIVIDUAL,,161th week,0,,,,1
1000317,2000,200000,2000,2000,36 months,BAT1691418,11.49,B,B4,Town Of Truckee,10+ years,MORTGAGE,91200,Not Verified,n,"   > My fence blew down due to high winds, lowest bid I received was approximately $1500. Need to get it fixed asap, daily high winds in Reno, NV   Thank you<br/>",home_improvement,Repairs,895xx,NV,23.61,0,0,32,,14,0,13203,53.9,32,f,318.08,0,0,0,0,,INDIVIDUAL,,104th week,0,,,,1
1000777,3000,300000,3000,3000,36 months, ,11.99,B,B5,Texas A&M Internation University,7 years,MORTGAGE,48000,Not Verified,n,,debt_consolidation,dept loan,780xx,TX,12.28,0,2,43,,10,0,4239,58.9,16,f,583.5,0,0,0,0,,INDIVIDUAL,,152th week,0,,,,0
1000874,5000,500000,5000,4750,36 months,BAT5877328,6.99,A,A3,Crowel & Moring,3 years,MORTGAGE,65000,Verified,n," I want to consolidate credit card debt with higher interest rate. I take my debt and credit standing very seriously. My financial standing is solid and I'm trying to be smart in keeping it that way by attempting to pay the least amount of interest possible, on my existing debt. I plan to pay off this loan possibly before the end of the term, but in case I use the full loan term, at least I will have paid less in interest vs. my current credit card rates. I have a stable job in a very stable company, in a very stable field. I pride myself of being a responsible individual, with a very stable life, and I wouldnt do anything to jeopardize that. I truly believe I am a good borrower not only because of my history, but because my cash flow would benefit when using the loan to pay my credit cards balance.  I realize investing in someone you don't know is a big risk, but hopefully my credit history will substantiate my worthiness. All I want to do is pay off some high interest credit card debt that I incurred-in for reasons beyond my control. Thank you.",debt_consolidation,Consolidate higher interest debt,209xx,MD,17.65,0,0,,,13,0,29236,17.7,23,f,138.04,0,0,0,0,,INDIVIDUAL,,22th week,0,,,,1
1000956,6000,600000,6000,6000,36 months, ,5.42,A,A1,"Howard/Stein-Hudson Associates, Inc.",4 years,MORTGAGE,112445,Not Verified,n,,small_business,Small Business Loan,021xx,MA,7.15,0,0,,,6,0,1264,21.1,19,f,513.69,0,0,0,0,,INDIVIDUAL,,161th week,0,,,,1
1001134,1500,150000,1500,1500,36 months, ,10.99,B,B3,Cornell University,7 years,RENT,34942,Source Verified,n,> Thank you for taking the time to invest in my loan! This site is great. I'm using this loan to just bring together two payments at this lower interests rate. I clearly have the credit and cash. Thanks again for your help!<br/>,debt_consolidation,Quick Guaranteed Loan - Great Investment,148xx,NY,15.59,0,0,45,,11,0,3833,63.9,28,f,242.6,0,0,0,0,,INDIVIDUAL,,118th week,0,,,,1
1001579,4800,480000,4800,4800,36 months,BAT5877328,17.99,E,E1,United Insurance Unitrin,6 years,RENT,58000,Source Verified,n,,other,USC Pharmacy School,907xx,CA,1.66,0,2,39,,2,0,2074,69.1,5,f,591.78,29.96685266,1407.06,253.5186,0,,INDIVIDUAL,,39th week,0,,,,0
1001887,12000,1200000,12000,11750,36 months, ,7.49,A,A4,30 Cooper Square Partnership,8 years,OWN,80000,Verified,n,,debt_consolidation,dept consolidation,100xx,NY,19.52,0,0,,,15,0,16776,28.4,31,f,1411.54,0,0,0,0,,INDIVIDUAL,,143th week,0,,,,1
1002157,11000,1100000,11000,11000,36 months,BAT5877328,7.49,A,A4,cleary gottlieb steen and hamilton,10+ years,RENT,38400,Not Verified,n,,debt_consolidation,pay of bills,100xx,NY,25.38,0,0,,,6,0,7745,48.4,12,f,705.91,0,0,0,0,,INDIVIDUAL,,57th week,0,,,,1
1002180,20000,2000000,20000,19750,60 months, ,10.99,B,B3,Health Net,10+ years,MORTGAGE,81000,Verified,n,,debt_consolidation,LC Loan 20k,956xx,CA,7.45,0,0,,,12,0,5414,24.7,33,f,5295.58,0,0,0,0,,INDIVIDUAL,,174th week,0,,,,1
1002198,6000,600000,6000,6000,36 months,BAT1691418,15.62,D,D1,HEB,5 years,MORTGAGE,27600,Not Verified,n,> I am going to use this loan for home improvements.<br/>,other,Household,782xx,TX,19,0,3,,,7,0,13112,95,14,f,1076.52,0,0,0,0,,INDIVIDUAL,,78th week,0,,,,0
1002373,1000,100000,1000,1000,36 months, ,18.39,E,E2,estes express lines,3 years,MORTGAGE,50300,Not Verified,n,,vacation,Florida June 2011,365xx,AL,11.12,0,1,,103,7,1,9959,95.8,10,f,306.37,0,0,0,0,,INDIVIDUAL,,161th week,0,,,,1
1002709,30000,3000000,30000,30000,60 months,BAT1691418,21.36,F,F4,Hawthorne Cedar Knolls,10+ years,MORTGAGE,182004,Verified,n,> Debt Consolidation<br/>,debt_consolidation,Debt Consolidation Loan,105xx,NY,14.38,0,1,,,7,0,11814,95.3,27,f,7529.31,0,1603.95,15.88,0,,INDIVIDUAL,,91th week,0,,,,0
1003356,18000,1800000,18000,18000,36 months, ,12.99,C,C1,City of Chicopee,10+ years,MORTGAGE,70000,Source Verified,n,,debt_consolidation,House,060xx,CT,12.22,0,2,,,7,0,37482,69.5,22,f,2031.08,0,731.76,7.27,0,,INDIVIDUAL,,52th week,0,,,,0
1003699,7950,795000,7950,7950,36 months,BAT5877328,15.99,D,D2,,n/a,RENT,24000,Not Verified,n,> I would like to send a big thank you to all the investors for their support.<br/>,other,personal,082xx,NJ,13.25,0,0,,88,2,1,9589,95.9,4,f,2101.71,0,0,0,0,,INDIVIDUAL,,161th week,0,,,,1
1004051,6000,600000,6000,6000,36 months,BAT1691418,7.49,A,A4,Turbotec Products Inc,2 years,MORTGAGE,45000,Not Verified,n,> This is for a pool<br/>  > 6000 for the purchase of a pool<br/>,home_improvement,Pool Money,286xx,NC,12.69,0,2,,,6,0,1891,47.3,18,f,564.91,0,0,0,0,,INDIVIDUAL,,91th week,0,,,,1
1004078,5000,500000,5000,5000,36 months,BAT5877328,11.99,B,B5,Kent Daniels & Associates,1 year,RENT,40000,Not Verified,n,,other,Vacation,917xx,CA,13.83,0,1,37,,23,0,7988,39.5,47,f,168.73,0,0,0,0,,INDIVIDUAL,,31th week,0,,,,1
1004206,8000,800000,8000,8000,36 months,BAT5877328,11.49,B,B4,Hawthorn woods police department,1 year,MORTGAGE,61000,Verified,n,"   > This loan is to pay off a credit card with a higher interest rate. The income listed in not household but individual. This credit card has been paid off slowly from 22k to 7780 in a year and a half. The problem is everytime I make a huge payment, the credit card company lowers the credit limit to whatever I paid. For instance I made a 10k payment. Then they lowered the limit 10k. This affects my credit score and debt to ratio. I have never been late on a payment.  The credit card company claims that they have been affected by the economy and those whom filed chapter 13/7. So they are lowering credit limits to off set their loss. It's upsetting. I worked hard to have my credit score be in the excellent range, I never asked for a credit increase. They increased it, and when I used it with the intention to pay off in 2 years. They are now lowering it as I pay off, which affects me. I will cancel this card if my loan is funded. I have had that account for almost 13 years and this is the thanks I get from them. All the interest I have paid to them throughout the years has paid my debt probably 3 times over<br/>",debt_consolidation,Debt free in 3!,600xx,IL,20.77,0,3,,,8,0,25484,75.4,22,f,900.93,0,0,0,0,,INDIVIDUAL,,61th week,0,,,,1
1004445,25500,2550000,25500,18899.99783,60 months,BAT5877328,15.23,C,C5,"Cole & Reed, P.C.",9 years,MORTGAGE,67000,Verified,n,,small_business,Small Business Loan,730xx,OK,20.13,0,3,,,10,0,25684,88.9,39,f,2180.65,0,6760.18,1009.8918,0,,INDIVIDUAL,,31th week,0,,,,0
1004618,5000,500000,5000,5000,36 months,BAT5877328,8.49,A,A5,,2 years,RENT,12000,Not Verified,n,"   > I plan to use this loan to pay off mounting medical bills including a trip to the emergency room before I obtained insurance and insurance premiums and other related medical costs (office visit fees, prescriptions etc.) afterwards.<br/>  > I would also like to add that I am an extremely hard working individual with a stellar financial history just experiencing a minor setback due to these recent medical issues.<br/>",medical,Medical,191xx,PA,6.6,0,0,67,,4,0,2790,59.4,11,f,312.5,14.91826131,214.39,2.06,0,,INDIVIDUAL,,44th week,0,,,,0
1004997,1000,100000,1000,1000,36 months, ,14.79,C,C4,GCSD: PES,4 years,RENT,33000,Source Verified,n,,vacation,Vacation2011,295xx,SC,23.75,0,1,24,,22,0,251,83.7,32,f,12.37,0,0,0,0,,INDIVIDUAL,,9th week,0,,,,1
1005590,20000,2000000,20000,12585.07562,60 months, ,10.59,B,B2,Fallon Community Health Plan,< 1 year,MORTGAGE,93000,Verified,n,,other,Pool expense,015xx,MA,9.97,0,0,,,17,0,76535,7.6,47,f,5565.54,0,0,0,0,,INDIVIDUAL,,209th week,0,,,,1
1005851,5600,560000,5600,5600,36 months,BAT5877328,7.49,A,A4,Sulphur Bluff ISD,2 years,MORTGAGE,67000,Source Verified,n,,moving,Moving expense,747xx,OK,26.85,0,0,44,,9,0,19917,61.9,46,f,665.86,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
1006393,3500,350000,3500,3500,36 months,BAT5877328,8.49,A,A5,"Moore Group, Inc",10+ years,MORTGAGE,42000,Not Verified,n,"   > I plan on using this money to take my family on a vacation.  I am a good borrower because I have excellent credit--I make all payments on time.  And, my credit score reflects that.  I have been at my job for over 7 years--and in this particular field for 13 years.<br/>  > My monthly budget covers our mortgage, gas, groceries, utilites (electric, cable, and water), and insurance.  Phone is covered by my employer.  I also try and put back a small amount each month for unknowns.  In total, that comes to between 1700-1800 a month.<br/>",vacation,Disney,405xx,KY,22.09,0,0,,,2,0,0,0,8,f,472.64,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
1007133,6000,600000,6000,6000,36 months,BAT5877328,15.62,D,D1,holmes correctional,< 1 year,RENT,33000,Source Verified,n,,debt_consolidation,pay it off,324xx,FL,21.31,0,2,,,8,0,5693,58.7,10,f,1549.44,0,0,0,0,,INDIVIDUAL,,161th week,0,,,,1
1007183,6000,600000,6000,6000,36 months,BAT5877328,9.99,B,B1,The University of Texas at El Paso,3 years,RENT,43150,Not Verified,n,"   > My job is secure. I live with family, therefore my rent is very low. I have no other expenses. Will use this money to pay off all my credit card debt.<br/>",debt_consolidation,6K Credit Cards,799xx,TX,14.79,0,0,44,,7,0,7679,44.9,12,f,404.85,0,0,0,0,,INDIVIDUAL,,39th week,0,,,,1
1007474,4200,420000,4200,4200,36 months,BAT5877328,7.49,A,A4,Beiriger Farms,< 1 year,MORTGAGE,38400,Not Verified,n,,other,SOS,811xx,CO,15.84,0,3,,,11,0,3371,38.7,28,f,500.22,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
1007490,1500,150000,1500,1500,36 months,BAT5877328,15.99,D,D2,Odyssey-TCI JV LLC,< 1 year,RENT,36996,Not Verified,n,,debt_consolidation,Personal Loan,223xx,VA,1.69,0,2,,,2,0,921,76.7,4,f,373.89,0,0,0,0,,INDIVIDUAL,,126th week,0,,,,1
1007853,4000,400000,4000,4000,36 months,BAT5877328,11.49,B,B4,Magnet Agency,1 year,RENT,25200,Not Verified,n,> Possible car loan.<br/>  > Car loan.<br/>,other,Other Loan,900xx,CA,9.76,0,0,,,5,0,6056,76.7,7,f,746.11,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
1007994,16000,1600000,16000,16000,60 months,BAT5877328,11.99,B,B5,Harris Bank,7 years,RENT,32000,Verified,n,> I will be using this money to combine all my credit cards (2) and my other loan that I have with Leanding Club. I need to just have one payment to make it easier on me. I have paid all my bills one time never later and I'm work two jobs for the pass 7 years.<br/>,debt_consolidation,Debt,605xx,IL,11.63,0,2,,,7,0,5092,27.8,18,f,1934.45,0,0,0,0,,INDIVIDUAL,,61th week,0,,,,0
1008504,7000,700000,7000,7000,36 months,BAT5877328,10.99,B,B3,eagle bluff condominiums,7 years,MORTGAGE,26000,Not Verified,n,,debt_consolidation,Debt Consolidation Loan,545xx,WI,12.46,0,3,,,10,0,10775,55.3,22,f,1201.84,0,0,0,0,,INDIVIDUAL,,135th week,0,,,,1
1008665,25000,2500000,25000,22795.12379,60 months,BAT5877328,15.23,C,C5,Clark County Nevada,4 years,RENT,60000,Verified,n,,debt_consolidation,Debt consolidation and refinance,891xx,NV,24.36,0,1,,,7,0,10065,50.1,21,f,7557.58,0,2163.41,21.4033,0,,INDIVIDUAL,,126th week,0,,,,0
1008960,4000,400000,4000,4000,36 months,BAT5877328,5.99,A,A2,Detroit Hydroponics,2 years,MORTGAGE,51000,Not Verified,n,,small_business,New Store,482xx,MI,4.66,0,1,,,15,0,4999,8.9,25,f,379.89,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
1009070,35000,3500000,23050,22775,60 months,BAT5877328,13.49,C,C2,Pericom Semiconductor,10+ years,MORTGAGE,73000,Verified,n,"   > I am requesting this loan in order to pay off higher interest rates and have just one monthly payment. I have been with the same company for over 11 years and have a great credit history, never been late on a payment.<br/>",credit_card,DNA,958xx,CA,27.04,0,0,,,13,0,35768,37.6,36,f,260.73,0,0,0,0,,INDIVIDUAL,,4th week,0,,,,1
1009107,6000,600000,6000,6000,36 months, ,5.42,A,A1,greatwide trucking,< 1 year,MORTGAGE,60000,Source Verified,n,,home_improvement,home improvement loan,302xx,GA,3.98,0,3,,,6,0,5710,29.9,29,f,513.02,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
1009126,2000,200000,2000,2000,36 months, ,10.59,B,B2,CenturyLink,2 years,MORTGAGE,28800,Not Verified,n,> this is for homeimprovement and for family fun. <br/>My job is a very stable job<br/>  > thanks<br/>  > This will be a great improvement to the lifestyle of my family and will offer enjoyment for my friends as well.<br/>,home_improvement,Pool,279xx,NC,10.46,4,0,12,,4,0,4535,53.4,24,f,342.56,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
1010024,14000,1400000,14000,14000,60 months, ,22.11,G,G1,,n/a,MORTGAGE,50000,Source Verified,n,> I would like to consolidate my credit cards and cut them up...I also need some extra monies to help with my Mother's medical expenses. Thank You for your consideration.<br/>,other,credit card consolidation,349xx,FL,7.08,0,3,30,,17,0,5132,41.4,35,f,3416.61,0,698.3,6.18,0,,INDIVIDUAL,,70th week,0,,,,0
1010230,20000,2000000,20000,19975,36 months,,12.99,C,C1,"Utility Support Systems, Inc",2 years,MORTGAGE,150000,Verified,n,,debt_consolidation,Debt Consolidation,300xx,GA,8.7,0,1,,,5,0,11308,77.5,6,f,3623.4,0,0,0,0,,INDIVIDUAL,,100th week,0,,,,1
1010795,12800,1280000,12800,12800,36 months,BAT5877328,10.59,B,B2,GWWO INC./ ARCHITECTS,4 years,RENT,42000,Not Verified,n,,debt_consolidation,Personal Loan,212xx,MD,18.91,0,0,,88,5,1,2543,20.8,16,f,2192.95,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
1010914,18000,1800000,18000,18000,36 months,,10.99,B,B3,Westfield Care and Rehab,1 year,RENT,80000,Source Verified,n,,debt_consolidation,consolidation,060xx,CT,16.74,0,1,,,6,0,21149,51,20,f,3200.16,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
1010928,12000,1200000,12000,12000,36 months, ,5.42,A,A1,Allscripts Corp,6 years,OWN,112000,Not Verified,n,,debt_consolidation,Debt Consolidation Loan,115xx,NY,4.61,0,0,,,13,0,14618,22.4,43,f,860.62,0,0,0,0,,INDIVIDUAL,,96th week,0,,,,1
1011353,6000,600000,6000,6000,36 months,BAT5877328,15.62,D,D1,carquest,2 years,MORTGAGE,56160,Not Verified,n,> to buy an rv and payoff some bills<br/>,major_purchase,Major Purchase Loan,935xx,CA,15.81,0,1,48,,9,0,12573,70.2,28,f,508.91,0,0,0,0,,INDIVIDUAL,,31th week,0,,,,0
1011422,12000,1200000,12000,12000,36 months,,7.49,A,A4,Chelsea Reach Program,4 years,RENT,20400,Not Verified,n,> To only make 1 payment instead of more.<br/>,debt_consolidation,Debt Consolidation Loan,021xx,MA,9.18,0,0,,,2,0,5198,28.9,20,f,772.42,0,0,0,0,,INDIVIDUAL,,52th week,0,,,,1
1011654,12500,1250000,12500,12000,36 months,BAT5877328,7.49,A,A4,Accident Fund Insurance,8 years,MORTGAGE,85000,Not Verified,n,> I plan on using the funds to pay off a high interest credit card.<br/>I have been employed with the same company for 8 years now.<br/>,credit_card,Private Loan Reduction,488xx,MI,9.43,0,0,,,4,0,2361,16.7,21,f,1491.86,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
1011847,15000,1500000,15000,15000,36 months,,11.99,B,B5,IAMAW DL65,10+ years,RENT,42300,Not Verified,n,,debt_consolidation,Debt Consolidation Loan,163xx,PA,23.01,0,2,,101,17,1,11236,35.7,29,f,2439,0,0,0,0,,INDIVIDUAL,,96th week,0,,,,1
1011969,3000,300000,3000,3000,36 months,BAT5877328,15.62,D,D1,Erickson Living,8 years,MORTGAGE,65000,Source Verified,n,> Need to purchase equipment to fix my home to sell it and move to a more affordable location<br/>,other,Home Improvement,212xx,MD,2.7,1,1,12,,8,0,2512,69.8,12,f,774.7,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
1012150,33950,3395000,22975,22925,60 months,,21.74,F,F5,Telstra Inc.,10+ years,MORTGAGE,180000,Verified,n,> Thank you for considering my loan.  My goal is to become debt free as quickly as possible.<br/>,debt_consolidation,Bright Future,945xx,CA,22.79,1,0,15,,13,0,21443,69.8,31,f,14565.13,0,0,0,0,,INDIVIDUAL,,235th week,0,,,,0
1012172,6000,600000,6000,6000,36 months,,10.59,B,B2,Statz Painting and Decorating,5 years,RENT,55000,Not Verified,n,,other,Personal Expense Loan,535xx,WI,14.57,0,1,,,8,0,5712,90.7,14,f,952.68,0,259.99,2.599900003,0,,INDIVIDUAL,,118th week,0,,,,0
1012310,11200,1120000,11200,11200,36 months,BAT5877328,11.99,B,B5,Lucky Star Import and Export Inc.,1 year,RENT,30809,Source Verified,n,"   > For detailed information, I am a good candidate for this loan since I am a responsible person and work hard to keep up my payment on time. Have a stable job. I am carrying these debts is because of a family emergency. I hope you will invest in my loan. If you have any question, please feel free to ask before you invest. I will do my best to answer all your questions! I will use this money to pay off my high interest credit cards. I have a few credit cards that charge me around 19.99% to 29.99%. I would rather pay interest to regular people like me then the banks! In a future, I want to be an investor too so I can help others while make a small profit from loan. Thank you for considerating in my loan!<br/>",debt_consolidation,Credit Cards Consolidation,910xx,CA,20.14,0,0,39,,9,0,12332,38.4,11,f,2189.6,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
1012418,15000,1500000,15000,15000,36 months,,15.99,D,D2,Canton Union School District,10+ years,MORTGAGE,40000,Verified,n,> Debt Consolidation.  This will allow all my bills to be in one monthly payment.<br/>  > My job is stable and I have worked in the same place for 13 years.  The payment on this loan will easily fit into my budget allowing me to make the payment above what it is listed and have money left over in case of emergancies.<br/>,debt_consolidation,Save my sanity,615xx,IL,16.92,0,1,56,,23,0,16159,41.5,36,f,3225.84,0,3731.53,272.178,0,,INDIVIDUAL,,96th week,0,,,,0
1012493,18000,1800000,18000,18000,36 months, ,15.23,C,C5,Los Angeles Unified School District,10+ years,RENT,46800,Verified,n,> Just need to pay high interest credit cards.  I will sufficient income to pay this debt.<br/>  > I've been employed at the same job for over 11 years.<br/>Just want consolidate credit card debt and have the goal of paying this loan of in a set period of time.<br/>,debt_consolidation,debt,917xx,CA,13.87,1,3,21,,8,0,18184,83.3,18,f,4519.73,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
1012778,6000,600000,6000,6000,60 months,,18.39,E,E2,Dell inc,9 years,MORTGAGE,54504,Not Verified,n,,debt_consolidation,debt consolidation,786xx,TX,18.41,1,2,4,,12,0,9783,41.1,33,f,3054.8,0,0,0,0,,INDIVIDUAL,,209th week,0,,,,1
1012837,19200,1920000,19200,18589.13372,60 months,BAT5877328,21.74,F,F5,Turbine Air Systems,2 years,RENT,72000,Not Verified,n,,debt_consolidation,Debt Consolidation,770xx,TX,16.12,0,0,,,8,0,19447,70.3,15,f,12162.46,0,0,0,0,,INDIVIDUAL,,235th week,0,,,,0
1012908,5000,500000,5000,5000,60 months,BAT5877328,15.99,D,D2,Madison Square Garden,4 years,RENT,39996,Not Verified,n,"   > Plan on reducing credit card balance, and purchase furniture.<br/>",other,Loan for me,070xx,NJ,16.71,0,1,,,11,0,8270,44.9,25,f,2238.63,0,0,0,0,,INDIVIDUAL,,231th week,0,,,,0
1013822,14750,1475000,14750,14475.48655,60 months,BAT5877328,17.49,D,D5,US District Court,10+ years,MORTGAGE,73000,Not Verified,n,"   > This will be one step towards ridding myself of credit card debt by having a definite date for the end of the loan as opposed to open ended, never ending, minimum payments and.. gives me hope that I won't have to sell my home because of too much debt<br/>  > Although I am looking to clear up debt, I am a reliable borrower.  I always pay my obligations on time or ahead of the scheduled date.  I value my credit rating.  Yes, I always pay ...the downfall is I always pay the minumum. It is time to work toward abandoning that strategy. I hope to use cash in the future for pleasure purchases  If I had all the money that I use to make minimum payments, I would have enough money, no need for credit.  That is my attitude about it.<br/>  > I have worked at my place of employmengt for 20 years, moving up into different positions until I reached the one I hold today.  I have to start thinking about retirement from this job- in about 10 years- which means I need to take care of my debt. I need to start working towards that now.  I hope to be employed elsewhere when I retire from my current position but the salary will likely not be as much, at least that is the way I have to approach it.<br/>",debt_consolidation,cat;s meow,130xx,NY,18.9,0,2,,,22,0,19225,56.9,62,f,3980.19,0,0,0,0,,INDIVIDUAL,,91th week,0,,,,1
